year,individual_ID,snake_season,sex,reproductive_class,location_ID,date,woody_debris,ground_layer_veg,shrub_layer,rock_cover,canopy_cover,prob_density_ind,volume_contour_ind,prob_density_pop,volume_contour_pop
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-16,2017-08-01,0,40,20,100,23,0.000544642,99.78172593,2.11748E-05,91.70893573
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-15,2017-08-01,0,40,30,0,72,0.000334699,43.69153314,1.90882E-05,82.67140776
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-37,2017-08-01,10,10,30,20,70,0.000122828,47.43444081,1.64777E-05,71.36524343
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-22,2017-08-04,20,10,20,70,89,2.00772E-05,24.72399999,7.41419E-06,32.11110214
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-16,2017-08-04,5,1,5,100,41,0.001053171,90.14240485,1.93247E-05,83.69590764
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-38,2017-08-04,40,40,20,0,25,0.000495622,92.31551158,5.24066E-06,22.69747934
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-23,2017-08-08,0,30,30,10,71,3.88885E-05,48.9088258,1.2476E-05,54.03404386
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-17,2017-08-08,20,20,20,20,72,0.000925119,84.61570328,2.09924E-05,90.91854152
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-39,2017-08-08,40,40,20,0,22,0.000286325,77.68753898,6.13005E-06,26.54944602
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-29,2017-08-10,50,50,20,0,35,0.001669723,98.64908162,9.28845E-06,40.22859081
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-30,2017-08-14,50,50,20,0,42,0.001137188,83.90851784,8.8252E-06,38.22220054
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-24,2017-08-14,5,50,10,20,51,3.89403E-05,48.97109165,1.2162E-05,52.67418061
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-18,2017-08-14,10,20,50,0,58,0.000172992,60.10287773,2.55303E-06,11.05723981
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-18,2017-08-14,1,20,5,90,75,0.0001425,26.30148415,3.19984E-06,13.85862353
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-40,2017-08-14,40,50,50,0,18,0.0005091,93.27142824,5.01513E-06,21.72069619
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-25,2017-08-16,1,10,20,1,92,1.95251E-05,23.96150076,1.16329E-05,50.38234744
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-19,2017-08-16,10,50,50,0,53,0.000189553,64.97168531,2.86881E-06,12.4249241
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-19,2017-08-16,10,40,20,5,65,0.000142415,26.27299709,5.57069E-06,24.12683247
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-31,2017-08-21,20,10,20,0,51,0.000198574,26.73336291,9.85432E-06,42.67938159
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-26,2017-08-21,0,90,0,0,0,4.33347E-05,52.91590313,8.44072E-06,36.55703366
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-21,2017-08-21,0,100,0,0,18,8.41787E-05,76.95938591,6.72251E-06,29.11540854
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-20,2017-08-21,10,70,40,0,67,0.000321161,42.34525153,1.93629E-05,83.86146943
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-41,2017-08-21,40,50,50,0,25,0.000441243,88.63074074,5.15445E-06,22.32406986
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-27,2017-08-24,0,100,0,0,4,3.61182E-05,45.42602225,3.87547E-06,16.78477664
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-22,2017-08-24,10,0,20,0,25,0.000115001,95.39678751,4.62344E-06,20.02424859
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-20,2017-08-24,10,50,50,0,48,0.000197274,67.03834705,2.94275E-06,12.74514599
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-21,2017-08-24,50,40,20,20,85,0.000918193,84.33933415,2.07884E-05,90.03543182
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-42,2017-08-24,10,54,20,0,27,0.000417999,87.38866734,4.66434E-06,20.20141592
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-28,2017-08-30,50,50,20,0,37,0.001635969,97.99113134,9.60424E-06,41.59625855
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-28,2017-08-30,0,100,0,0,0,4.24353E-05,52.09181976,4.76595E-06,20.64147566
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-23,2017-08-30,10,0,20,0,35,0.000119024,96.83636104,4.95213E-06,21.44781738
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-22,2017-08-30,5,60,30,0,79,0.000844963,80.74007224,2.12677E-05,92.11107647
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-32,2017-08-30,20,10,20,0,46,0.001221433,87.90050086,8.8717E-06,38.42361959
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-21,2017-09-02,10,50,50,0,48,0.000202519,68.39627084,2.62125E-06,11.35271221
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-29,2017-09-06,0,100,0,0,0,9.23806E-05,79.52017781,7.54045E-06,32.65794555
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-23,2017-09-06,5,20,40,20,70,0.000145671,26.70465853,1.2156E-05,52.64782363
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-33,2017-09-06,30,40,1,20,76,0.000184513,24.59164472,1.19063E-05,51.56676831
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-30,2017-09-08,0,100,0,0,2,0.000100459,83.50319437,7.6795E-06,33.26015383
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-24,2017-09-08,10,0,20,0,33,0.000110433,93.27280167,5.30088E-06,22.95828846
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-24,2017-09-08,5,60,40,10,58,0.000313629,41.64673668,1.1684E-05,50.60375246
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-43,2017-09-08,10,54,20,0,29,0.00046972,90.62523835,5.40888E-06,23.42604338
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-34,2017-09-08,1,30,20,90,81,0.000479494,53.91192265,2.23189E-05,96.66405679
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-11,2017-09-11,5,20,10,30,67,0.0006599,72.43947993,2.12884E-05,92.20089355
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-22,2017-09-12,1,50,30,20,57,6.77819E-05,31.13329432,1.23152E-05,53.33740236
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-25,2017-09-12,1,70,10,20,60,0.000570064,68.23758034,1.1588E-05,50.18797393
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-35,2017-09-12,1,30,20,90,83,0.00046447,53.06178903,2.21757E-05,96.0438343
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-36,2017-09-12,0,5,5,100,54,0.000890942,73.07782381,1.87259E-05,81.10251862
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-31,2017-09-12,0,100,0,0,4,9.78817E-05,82.18328785,7.68192E-06,33.27064414
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-26,2017-09-15,1,70,10,20,56,0.000429463,53.02807666,1.14816E-05,49.7273184
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-25,2017-09-18,5,20,50,80,67,4.24526E-05,42.54660467,1.83921E-05,79.65656574
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-23,2017-09-18,1,50,30,20,59,8.1731E-05,36.88530076,1.15323E-05,49.94686448
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-27,2017-09-18,1,60,30,20,75,0.00049488,59.71370428,1.24165E-05,53.7761393
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-44,2017-09-18,20,30,50,5,71,0.000170402,58.89419398,3.94944E-06,17.10514215
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-37,2017-09-18,0,5,5,100,55,0.000993687,77.57748294,1.80297E-05,78.08702414
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-26,2017-09-21,5,5,10,90,77,5.13302E-05,51.02426571,1.09878E-05,47.58859153
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-24,2017-09-21,10,5,70,0,81,7.06104E-05,32.55914947,1.12184E-05,48.58720689
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-28,2017-09-21,1,60,30,20,67,0.000474019,57.68252138,1.24607E-05,53.96766388
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-38,2017-09-21,0,5,5,100,50,0.000364155,45.86428316,1.69527E-05,73.42259301
2017,AGCO_06,2017_AGCO_06,MALE,MAL,2017-06-32,2017-09-21,0,20,20,80,89,3.74798E-05,47.24010506,8.52585E-06,36.92573762
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-25,2017-09-27,10,50,30,20,65,6.65008E-05,30.3741682,4.91459E-06,21.28525838
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-29,2017-09-27,1,60,30,20,67,0.000557666,66.99839178,1.14624E-05,49.64407869
2017,AGCO_03,2017_AGCO_03,FEMALE,NGR,2017-03-45,2017-09-27,20,1,1,80,90,0.00011319,44.59633487,1.20155E-05,52.0397171
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-40,2017-09-27,0,5,5,100,50,0.000990962,77.18048743,1.75489E-05,76.00490959
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-30,2017-10-02,1,60,30,20,70,0.000446103,54.73237202,1.2562E-05,54.40648029
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-41,2017-10-02,0,5,5,100,50,0.000938035,75.35034918,1.90997E-05,82.72152027
2017,AGCO_05,2017_AGCO_05,FEMALE,GVD,2017-05-42,2017-10-16,20,20,0,5,77,0.000182662,24.27916486,1.26051E-05,54.59312973
2017,AGCO_09,2017_AGCO_09,FEMALE,NGR,2017-09-31,2017-10-16,1,20,30,1,54,0.000563748,67.67124804,1.15489E-05,50.0188565
2017,AGCO_07,2017_AGCO_07,MALE,MAL,2017-07-30,2017-10-30,5,1,0,100,81,5.61723E-05,55.24332354,1.19288E-05,51.66413881
2017,AGCO_08,2017_AGCO_08,FEMALE,GVD,2017-08-27,2017-10-30,1,60,5,5,73,8.0204E-05,36.31023921,9.94908E-06,43.08977439
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-01,2018-04-14,1,60,30,100,18,0.000112525,79.01922437,1.99217E-06,8.628134838
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-01,2018-04-26,10,60,40,90,21,0.000131775,75.70946621,1.22797E-05,53.18370828
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-02,2018-04-26,5,5,10,50,29,0.000126372,85.02247036,2.02934E-06,8.789128351
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-04,2018-05-01,1,40,50,1,22,4.52475E-05,71.55951541,1.23858E-05,53.64338801
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-02,2018-05-01,10,60,40,90,20,0.000137264,77.36337823,1.24081E-05,53.74001313
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-03,2018-05-01,5,5,10,50,30,0.000120203,82.43547662,2.04277E-06,8.847319869
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-02,2018-05-01,5,10,0,90,23,8.37137E-05,99.89928647,1.0891E-05,47.16925688
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-02,2018-05-01,10,5,1,80,39,5.70861E-05,55.94528515,1.09276E-05,47.3277095
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-04,2018-05-06,10,0,20,100,65,0.000182823,79.78239192,1.19598E-05,51.79815931
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-05,2018-05-06,10,70,20,50,39,0.000110969,96.21040842,7.45892E-06,32.30483032
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-05,2018-05-06,5,30,0,100,43,8.05159E-05,96.25992946,8.85118E-06,38.33476228
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-05,2018-05-06,1,70,40,20,46,5.05062E-05,77.69282942,1.25371E-05,54.29857263
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-03,2018-05-06,10,50,50,10,39,0.000124001,72.44908426,1.24217E-05,53.79896572
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-04,2018-05-06,5,60,20,90,47,0.000142436,92.11992062,2.0053E-06,8.685036599
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-03,2018-05-06,5,20,0,100,50,8.38988E-05,99.92440822,1.07444E-05,46.53436134
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-03,2018-05-06,20,20,0,100,60,6.11753E-05,58.32884643,9.37642E-06,40.60958882
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-05,2018-05-09,5,0,10,100,74,0.000182109,79.49035987,1.17841E-05,51.03726204
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-06,2018-05-09,1,60,20,60,34,0.000117793,98.49587539,7.80407E-06,33.79968101
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-06,2018-05-09,10,30,0,100,59,8.52244E-05,98.73806999,9.68828E-06,41.96025274
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-04,2018-05-09,10,60,50,20,37,0.000124178,72.56075724,1.24955E-05,54.11845769
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-05,2018-05-09,5,50,20,100,45,0.000143528,92.59177347,2.00862E-06,8.699378219
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-04,2018-05-09,1,30,0,100,63,7.86111E-05,98.50328141,1.16526E-05,50.46793314
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-04,2018-05-09,10,10,20,100,60,6.18466E-05,58.68555676,9.24965E-06,40.06051926
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-06,2018-05-13,1,20,0,90,94,0.000154382,71.31374968,1.13502E-05,49.15808603
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-07,2018-05-13,1,60,20,60,33,0.000118617,98.77957192,8.32669E-06,36.06314449
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-07,2018-05-13,10,30,0,100,63,8.31266E-05,97.61020633,9.29763E-06,40.2683452
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-06,2018-05-13,1,80,40,5,55,4.08167E-05,65.21912442,1.23152E-05,53.33740236
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-05,2018-05-13,0,30,5,80,51,0.000126008,73.34970696,9.43718E-06,40.87273339
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-05,2018-05-13,10,80,0,100,56,7.27081E-05,95.73323416,9.04993E-06,39.19552203
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-05,2018-05-13,20,80,60,0,57,2.6328E-05,29.23619816,6.61927E-07,2.866824936
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-01,2018-05-13,1,50,10,60,45,0.000248477,27.86510576,7.64436E-06,33.1079625
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-07,2018-05-15,1,10,0,90,92,0.000131766,63.45611882,1.25287E-05,54.26222088
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-08,2018-05-15,0,40,1,100,31,0.000119965,99.23271983,7.97519E-06,34.54078524
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-08,2018-05-15,5,70,0,100,56,7.56985E-05,93.58883625,8.22795E-06,35.63550854
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-06,2018-05-15,0,30,5,80,48,0.000112054,67.5003652,9.55072E-06,41.36448012
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-06,2018-05-15,5,40,0,100,59,7.66773E-05,97.98299374,9.95115E-06,43.09876225
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-06,2018-05-15,1,70,30,5,47,2.6614E-05,29.62536948,5.17839E-07,2.242775037
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-02,2018-05-15,5,40,70,5,52,0.000256913,28.62395892,7.45892E-06,32.30483032
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-08,2018-05-20,1,80,40,10,54,0.000103556,51.93401555,1.19159E-05,51.60792939
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-09,2018-05-20,10,70,0,100,72,7.67689E-05,94.17575934,8.34315E-06,36.13443394
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-07,2018-05-20,10,70,60,0,59,2.37887E-05,33.54827791,1.08309E-05,46.90875437
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-07,2018-05-20,1,50,10,60,64,0.000130971,75.35464543,9.12143E-06,39.50522238
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-06,2018-05-20,10,100,50,30,25,0.000114341,79.9602251,2.02455E-06,8.768387
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-07,2018-05-20,5,60,0,100,73,7.89617E-05,98.5741768,9.63363E-06,41.7235361
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-07,2018-05-20,10,90,0,20,37,9.62918E-05,72.47156614,3.16042E-06,13.68787609
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-03,2018-05-20,5,60,70,5,48,0.000162092,19.84701439,4.39727E-06,19.04471068
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-09,2018-05-26,0,60,40,20,68,0.000192686,81.82658378,1.264E-05,54.7442547
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-09,2018-05-26,5,30,20,80,54,0.000102025,93.1465565,8.08238E-06,35.0050611
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-10,2018-05-26,10,80,0,100,70,7.7737E-05,94.7087569,8.45404E-06,36.61473452
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-08,2018-05-26,5,0,0,100,40,0.000105633,99.76620431,1.96749E-05,85.21281055
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-08,2018-05-26,5,30,90,0,34,9.19733E-05,59.00498341,7.51603E-06,32.55216052
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-07,2018-05-26,5,30,10,70,69,0.000140779,91.36977772,2.00202E-06,8.67081557
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-08,2018-05-26,5,40,0,100,71,6.91541E-05,93.53531072,1.18049E-05,51.12740003
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-08,2018-05-26,0,60,90,20,46,7.96841E-05,66.03644161,3.59802E-06,15.58314386
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-04,2018-05-26,0,20,10,80,44,0.000182078,21.69860304,1.01201E-05,43.83068603
2018,AGCO_21,2018_AGCO_21,MALE,MAL,2018-21-01,2018-05-26,5,40,0,100,65,2.79133E-05,52.82565308,1.18958E-05,51.52102127
2018,AGCO_22,2018_AGCO_22,MALE,MAL,2018-22-01,2018-05-26,1,70,20,100,36,1.63234E-05,82.69898582,9.12452E-06,39.5185806
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-09,2018-05-28,20,70,90,20,70,2.61392E-05,28.97119554,2.91818E-06,12.63874265
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-10,2018-05-29,0,60,40,20,72,0.000188768,81.02714498,1.2253E-05,53.06793186
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-10,2018-05-29,5,70,40,0,67,9.67343E-05,90.63247242,7.79367E-06,33.75463447
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-09,2018-05-29,5,0,0,100,44,9.23271E-05,95.70155552,1.79294E-05,77.65289648
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-09,2018-05-29,1,80,50,0,41,8.87519E-05,57.50509131,7.76607E-06,33.6350779
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-08,2018-05-29,5,20,20,90,78,0.000128375,86.0801922,1.9292E-06,8.355417452
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-09,2018-05-29,5,40,0,100,69,8.24699E-05,99.55850544,1.10009E-05,47.64545703
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-05,2018-05-29,1,80,30,0,55,0.00102795,63.42589975,9.71364E-06,42.07006963
2018,AGCO_21,2018_AGCO_21,MALE,MAL,2018-21-02,2018-05-29,5,40,0,100,68,2.78613E-05,52.73362015,1.11861E-05,48.44746502
2018,AGCO_22,2018_AGCO_22,MALE,MAL,2018-22-02,2018-05-29,1,70,20,100,38,1.59271E-05,81.58183201,8.27209E-06,35.82670291
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-11,2018-06-01,1,80,10,20,56,5.15072E-05,54.67222541,9.3362E-06,40.43539322
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-12,2018-06-01,0,20,0,100,85,7.37476E-05,92.50542531,1.04068E-05,45.07226256
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-10,2018-06-01,0,0,0,100,37,6.81064E-05,86.25796695,2.10569E-05,91.19796017
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-10,2018-06-01,0,90,50,0,59,7.07179E-05,48.91779635,8.64008E-06,37.42047863
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-09,2018-06-01,10,70,60,40,66,4.64786E-05,37.86230315,3.48476E-06,15.09259791
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-06,2018-06-01,1,70,60,0,50,0.000804761,53.8828452,8.28654E-06,35.88928109
2018,AGCO_21,2018_AGCO_21,MALE,MAL,2018-21-03,2018-06-01,0,100,30,0,46,1.4736E-05,32.00852587,3.59006E-06,15.54865804
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-11,2018-06-02,1,60,40,10,65,0.000210222,85.28552038,1.24488E-05,53.91611038
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-10,2018-06-02,20,50,50,0,45,2.55516E-05,47.45461306,2.10787E-06,9.1292622
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-10,2018-06-02,0,100,20,0,25,4.16637E-05,44.40993853,5.06398E-06,21.93227385
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-12,2018-06-04,5,90,20,0,59,6.08432E-05,34.65174646,1.1075E-05,47.96637232
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-12,2018-06-04,5,40,30,100,73,2.60508E-05,33.90508409,1.11347E-05,48.22489464
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-13,2018-06-04,0,20,0,100,95,7.64379E-05,93.99954196,1.24365E-05,53.86271967
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-11,2018-06-04,0,0,0,100,39,0.000102681,99.32903081,1.93247E-05,83.69590764
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-11,2018-06-04,10,70,60,0,69,0.000109249,66.29491198,9.42703E-06,40.82876688
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-10,2018-06-04,10,70,60,40,74,4.56844E-05,37.21258369,3.75914E-06,16.2809634
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-07,2018-06-04,50,20,0,0,62,0.001776898,96.18163866,9.587E-06,41.52160512
2018,AGCO_21,2018_AGCO_21,MALE,MAL,2018-21-04,2018-06-04,0,100,80,0,0,6.58844E-05,92.30718605,1.33426E-06,5.778705229
2018,AGCO_22,2018_AGCO_22,MALE,MAL,2018-22-04,2018-06-04,5,30,50,40,66,1.12586E-05,54.65422445,5.90276E-06,25.56501884
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-12,2018-06-05,5,80,60,0,65,3.39177E-05,27.40826347,9.74817E-06,42.21963897
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-11,2018-06-06,0,100,20,0,48,6.07197E-05,88.2010966,4.79999E-06,20.78892519
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-11,2018-06-06,40,20,20,20,85,5.05405E-05,51.95337696,4.72635E-06,20.46998328
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-13,2018-06-08,5,10,5,100,83,0.000190819,81.59632468,1.23854E-05,53.64154774
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-13,2018-06-08,5,50,20,100,53,9.20563E-05,86.96635214,2.03362E-05,88.07673439
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-14,2018-06-08,1,70,30,10,63,5.94633E-05,84.07672321,1.25744E-05,54.46028008
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-12,2018-06-08,1,20,20,100,43,8.3646E-05,92.29222654,2.00457E-05,86.81857106
2018,AGCO_10,2018_AGCO_10,FEMALE,NGR,2018-10-13,2018-06-08,20,80,10,0,43,5.84036E-05,42.30297016,1.38314E-05,59.90435
2018,AGCO_11,2018_AGCO_11,FEMALE,NGR,2018-11-11,2018-06-08,10,70,40,30,82,9.96865E-05,70.98949156,9.18216E-06,39.76824413
2018,AGCO_17,2018_AGCO_17,FEMALE,NGR,2018-17-12,2018-06-08,0,100,10,0,25,7.11198E-05,94.78395969,4.92749E-06,21.34110395
2018,AGCO_18,2018_AGCO_18,FEMALE,NGR,2018-18-12,2018-06-08,1,80,30,20,33,2.39409E-05,26.0885073,1.14743E-06,4.969575942
2018,AGCO_20,2018_AGCO_20,FEMALE,GVD,2018-20-08,2018-06-08,50,20,0,0,61,0.001663751,91.20198086,9.51918E-06,41.22785731
2018,AGCO_21,2018_AGCO_21,MALE,MAL,2018-21-05,2018-06-08,0,100,80,0,0,6.17237E-05,88.54948375,1.46426E-06,6.341761369
2018,AGCO_22,2018_AGCO_22,MALE,MAL,2018-22-05,2018-06-08,5,30,50,40,69,1.22903E-05,60.72524677,6.21004E-06,26.89586721
2018,AGCO_03,2018_AGCO_03,FEMALE,NGR,2018-03-14,2018-06-11,10,10,0,100,63,0.000120674,58.92468334,1.84048E-05,79.7116125
2018,AGCO_06,2018_AGCO_06,MALE,MAL,2018-06-14,2018-06-11,5,50,20,100,52,0.000100043,92.197311,1.94246E-05,84.12839483
2018,AGCO_07,2018_AGCO_07,MALE,MAL,2018-07-15,2018-06-11,1,70,30,10,60,6.12261E-05,85.16244695,1.26138E-05,54.63065645
2018,AGCO_09,2018_AGCO_09,FEMALE,NGR,2018-09-13,2018-06-11,30,20,70,30,87,0.000104538,99.61916659,1.97482E-05,85.53010193
